academic_year,academic_year_start,agency_name,agency_name_display,response_count,data_quality,placement_quality_score,recommendation_rate,overall_sentiment_score,concern_indicator_count,concern_flag,prepared_for_practice,learning_goals_met,supervision_frequency,supervision_quality,felt_prepared,comp_1_ethical_professional,comp_2_human_rights_justice,comp_3_adei,comp_4_research_informed,comp_5_policy_practice,comp_6_engage,comp_7_assess,comp_8_intervene,comp_9_evaluate,comments_supervisor_polarity,least_helpful_polarity,most_helpful_polarity,other_comments_polarity,recommend_reason_polarity
2024-2025,2024,bridgercare,Bridgercare,1,limited,4.4,1.0,0.336,0,no flag,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.8622,0.0,0.8176
2024-2025,2024,brighton recovery center,Brighton Recovery Center,1,limited,1.6,0.0,-0.0449,3,review recommended,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,-0.0772,-0.3252,0.6997,0.0,-0.5216
2024-2025,2024,bureau of indian affairs,Bureau Of Indian Affairs,2,limited,2.8,0.5,0.2083,2,review recommended,4.0,3.0,3.0,3.0,1.0,4.5,2.5,4.5,3.0,3.0,3.0,4.5,3.0,3.5,-0.1027,-0.126,0.2108,0.5336,0.5259
2024-2025,2024,california youth services,California Youth Services,1,limited,4.8,1.0,0.5761,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.872,0.7845,0.4019,0.4201,0.4019
2024-2025,2024,cameron r-1 school district,Cameron R-1 School District,2,limited,4.7,1.0,0.4769,0,no flag,4.5,4.5,5.0,4.5,5.0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,0.5106,0.0,0.6012,,0.7958
2024-2025,2024,casa for children,Casa For Children,2,limited,4.9,1.0,0.4561,0,no flag,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,0.6172,-0.1754,0.5831,0.7003,0.5554
2024-2025,2024,cascade academy,Cascade Academy,1,limited,4.8,1.0,0.2572,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,,0.0,0.0,,0.7717
2024-2025,2024,catholic charities,Catholic Charities,1,limited,5.0,1.0,0.1622,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.2975,0.0,,0.7841
2024-2025,2024,cedar creek integrated health,Cedar Creek Integrated Health,1,limited,4.8,1.0,0.6588,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8519,0.3043,0.5423,,0.9366
2024-2025,2024,"center for children, families and workforce development","Center For Children, Families And Workforce Development",5,sufficient,3.36,0.8,0.3234,1,no flag,3.2,3.4,3.4,3.6,3.2,4.2,4.2,4.2,3.6,4.2,3.2,3.8,4.0,3.8,0.2027,-0.0788,0.5564,0.3102,0.6267
2024-2025,2024,center for restorative youth justice,Center For Restorative Youth Justice,3,sufficient,2.8,0.33,0.1546,2,review recommended,2.33,2.67,3.33,4.0,1.67,3.67,3.33,3.33,3.67,3.67,4.0,3.67,3.0,3.33,0.087,-0.4249,0.5316,0.4019,0.1773
2024-2025,2024,cheyenne regional behavioral health,Cheyenne Regional Behavioral Health,1,limited,4.8,1.0,0.5966,0,no flag,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,0.7184,0.0,0.9451,0.497,0.8225
2024-2025,2024,child and family service department,Child And Family Service Department,9,sufficient,4.16,0.89,0.3045,0,no flag,3.67,4.22,4.56,4.11,4.25,4.11,3.89,4.44,4.0,4.33,4.11,4.11,3.78,3.89,0.1455,-0.0316,0.508,0.668,0.2325
2024-2025,2024,chippewa cree tribe human services division,Chippewa Cree Tribe Human Services Division,1,limited,4.2,1.0,0.2856,0,no flag,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,,0.0772,0.4939,,
2024-2025,2024,city of olympia,City Of Olympia,1,limited,4.75,1.0,0.1431,0,no flag,5.0,5.0,5.0,4.0,,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,,-0.5563,0.5267,,0.4588
2024-2025,2024,cochise harm reduction,Cochise Harm Reduction,1,limited,5.0,1.0,0.6698,0,no flag,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.7096,0.0,0.9118,0.8442,0.8834
2024-2025,2024,community medical center,Community Medical Center,5,sufficient,4.36,1.0,0.4464,0,no flag,3.8,4.4,4.8,4.6,4.2,4.6,4.4,4.8,4.6,3.6,4.4,4.0,3.8,4.2,0.4396,-0.1626,0.7131,0.4811,0.7606
2024-2025,2024,connections corrections program,Connections Corrections Program,2,limited,2.4,0.0,0.1161,2,review recommended,2.5,2.0,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.0,3.0,1.5,2.5,1.5,0.1617,-0.0384,0.4386,0.3146,-0.296
2024-2025,2024,core health,Core Health,4,sufficient,3.7,0.75,0.3777,0,no flag,3.75,4.0,3.75,4.0,3.0,4.0,3.75,3.75,4.0,4.25,3.5,4.0,4.5,3.5,0.4545,-0.0783,0.6057,0.3124,0.5944
2024-2025,2024,crime victim advocate program,Crime Victim Advocate Program,5,sufficient,3.28,0.4,0.3308,2,review recommended,4.0,3.4,3.6,3.2,2.2,3.4,4.0,3.4,3.2,2.8,3.0,3.4,3.6,3.6,0.3588,-0.1184,0.3465,0.6052,0.4621
2024-2025,2024,crisis connections,Crisis Connections,3,sufficient,3.73,0.67,0.1725,1,no flag,4.0,3.33,3.67,3.33,4.33,4.33,4.33,3.33,4.0,3.67,3.0,3.33,4.0,4.0,0.3039,-0.1677,0.1403,0.5682,0.0179
2024-2025,2024,crisis text line,Crisis Text Line,7,sufficient,4.32,0.86,0.3854,0,no flag,3.86,4.57,4.86,4.29,4.0,4.57,4.14,4.71,3.71,3.86,4.43,4.57,4.14,3.86,0.389,0.3077,0.2819,0.5475,0.401
2024-2025,2024,crosswinds recovery,Crosswinds Recovery,3,sufficient,3.6,0.67,0.1897,1,no flag,3.33,4.33,3.67,3.67,3.0,4.33,4.33,4.67,4.0,4.33,4.33,4.33,4.0,4.33,0.3617,-0.0412,-0.0065,0.2323,0.4024
2024-2025,2024,curry health center,Curry Health Center,11,sufficient,3.75,0.73,0.3253,0,no flag,3.55,3.82,4.27,3.73,3.36,3.91,4.45,4.18,3.82,3.73,3.91,3.91,3.45,3.45,0.2672,-0.0181,0.3446,0.5013,0.5317
2024-2025,2024,denver human services,Denver Human Services,1,limited,4.8,1.0,0.3069,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,0.5563,0.0,0.09,0.0,0.8882
2024-2025,2024,denver public schools,Denver Public Schools,1,limited,5.0,1.0,0.2792,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,-0.0352,0.6808,0.0,0.7506
2024-2025,2024,department of health and human services,Department Of Health And Human Services,3,sufficient,3.57,1.0,0.3306,0,no flag,3.33,3.0,4.33,4.67,2.5,3.0,3.33,3.33,3.67,3.33,3.33,3.33,3.33,3.33,0.4969,-0.1181,0.463,0.5478,0.2636
2024-2025,2024,eating disorder center of montana,Eating Disorder Center Of Montana,3,sufficient,3.87,1.0,0.6013,0,no flag,4.0,4.0,4.33,4.33,2.67,4.0,4.33,4.67,3.67,3.33,4.33,4.33,4.0,3.33,0.8356,0.4799,0.8011,0.3182,0.5719
2024-2025,2024,eden health,Eden Health,1,limited,5.0,0.0,0.4356,1,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.4939,0.7845,0.8506,0.049
2024-2025,2024,"emily wish, llc","Emily Wish, Llc",1,limited,4.0,1.0,0.1914,0,no flag,4.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,-0.3182,0.0,0.4199,0.8555
2024-2025,2024,empowermt,Empowermt,3,sufficient,3.6,0.67,0.3675,1,no flag,3.67,4.0,3.67,3.67,3.0,3.67,4.0,4.0,4.0,4.0,4.0,4.0,3.67,3.33,0.4652,0.0471,0.5303,0.4109,0.3839
2024-2025,2024,encompass community service,Encompass Community Service,2,limited,2.2,0.0,0.2023,2,review recommended,2.0,2.5,2.5,2.0,2.0,2.5,2.5,2.0,2.0,2.0,2.0,2.5,2.5,1.5,0.1855,-0.0774,0.6794,0.6482,-0.4244
2024-2025,2024,fair-mont-egan school,Fair-Mont-Egan School,2,limited,3.1,0.5,0.195,2,review recommended,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.5,0.2486,-0.3252,0.5781,0.2944,0.179
2024-2025,2024,fairfax behavioral health,Fairfax Behavioral Health,1,limited,4.8,1.0,0.6459,0,no flag,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.7906,0.4522,0.8316,0.2263,0.9287
2024-2025,2024,families first learning lab,Families First Learning Lab,4,sufficient,3.7,0.5,0.3752,1,no flag,3.75,3.75,4.25,3.25,3.5,4.25,4.0,4.25,4.0,4.25,3.75,4.0,3.75,4.25,0.4384,-0.1626,0.51,0.5533,0.5371
2024-2025,2024,first step resource center,First Step Resource Center,1,limited,5.0,1.0,0.4858,0,no flag,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0.6239,0.0,0.6428,,0.6764
2024-2025,2024,franklin pierce school district,Franklin Pierce School District,1,limited,3.8,1.0,0.6792,0,no flag,5.0,4.0,1.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,0.9393,0.0,0.9118,,0.8658
2024-2025,2024,friends of the children montana,Friends Of The Children Montana,1,limited,4.2,1.0,0.7436,0,no flag,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.938,,0.4019,,0.891
2024-2025,2024,frontier behavioral health,Frontier Behavioral Health,3,sufficient,4.07,0.67,0.3137,1,no flag,3.67,4.67,3.33,3.67,5.0,3.67,3.67,4.33,4.33,3.67,5.0,4.0,4.0,4.0,0.2668,-0.2012,0.4529,0.6664,0.3836
2024-2025,2024,gateway to success,Gateway To Success,2,limited,4.6,1.0,0.5026,0,no flag,5.0,4.5,5.0,5.0,3.5,5.0,4.5,4.5,4.5,4.5,4.0,4.5,4.5,4.5,0.475,0.4463,0.407,0.2944,0.8902
2024-2025,2024,germane and wise mental health consulting,Germane And Wise Mental Health Consulting,1,limited,2.6,0.0,-0.0944,3,review recommended,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,-0.2732,-0.3252,0.4019,0.0,-0.2755
2024-2025,2024,greater valley health center,Greater Valley Health Center,2,limited,3.3,0.5,0.2291,2,review recommended,2.5,2.5,4.5,4.0,3.0,2.5,3.5,3.5,3.5,3.0,3.0,3.5,2.5,3.0,0.2981,-0.1934,0.5193,0.3352,0.1865
2024-2025,2024,hamilton school district 5,Hamilton School District 5,1,limited,4.4,1.0,-0.228,1,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.684,0.0,,0.0
2024-2025,2024,health promotion disease prevention,Health Promotion Disease Prevention,1,limited,4.0,1.0,-0.1906,1,no flag,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.5719,0.0,,0.0
2024-2025,2024,helena indian alliance,Helena Indian Alliance,1,limited,4.6,1.0,0.0019,1,no flag,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,-0.3724,0.0,0.3818,0.0
2024-2025,2024,helena valley addiction services,Helena Valley Addiction Services,2,limited,4.9,1.0,0.201,0,no flag,5.0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,4.5,4.5,4.5,0.4404,-0.2384,0.5906,0.0,0.2124
2024-2025,2024,hopa mountain,Hopa Mountain,2,limited,3.5,1.0,0.5745,0,no flag,2.5,3.0,5.0,5.0,2.0,4.5,4.0,5.0,5.0,4.0,4.5,4.5,4.5,2.5,0.4404,0.2294,0.8012,,0.827
2024-2025,2024,intermountain,Intermountain,1,limited,5.0,1.0,0.2869,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,0.7902,0.5927,0.0516
2024-2025,2024,international rescue committee,International Rescue Committee,5,sufficient,2.96,0.6,0.1393,2,review recommended,2.8,3.2,3.0,2.4,3.4,3.0,2.8,3.4,3.6,3.4,3.4,3.8,2.8,2.8,-0.1173,-0.152,0.4,0.3936,0.1721
2024-2025,2024,iris clubhouse,Iris Clubhouse,1,limited,4.2,1.0,0.7391,0,no flag,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.967,0.9056,0.9604,0.0,0.8625
2024-2025,2024,kayenta health center,Kayenta  Health Center,1,limited,4.0,1.0,0.0456,1,no flag,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,-0.3182,0.0,,0.4549
2024-2025,2024,kent school district,Kent School District,1,limited,5.0,1.0,0.6112,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.7088,0.5801,0.4215,0.6369,0.7089
2024-2025,2024,la family housing,La Family Housing,2,limited,4.3,1.0,0.3314,0,no flag,4.0,4.0,4.5,5.0,4.0,3.5,4.0,3.5,4.0,4.0,4.0,4.5,4.0,4.5,0.6369,-0.3612,0.2059,0.5267,0.6486
2024-2025,2024,lewis and clark county detention center,Lewis And Clark County Detention Center,1,limited,1.6,0.0,0.0236,3,review recommended,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,-0.1531,-0.4767,0.7506,0.0,-0.0026
2024-2025,2024,logan health medical center,Logan Health Medical Center,4,sufficient,2.5,0.25,0.2973,2,review recommended,2.25,2.5,2.75,2.5,2.5,2.5,2.75,2.75,2.5,2.75,2.5,3.0,2.5,2.75,0.3647,-0.2208,0.8187,0.5716,-0.0477
2024-2025,2024,lowell elementary school,Lowell Elementary School,1,limited,4.8,1.0,0.321,0,no flag,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.659,-0.3252,0.6115,0.0,0.6597
2024-2025,2024,lynn rice therapy,Lynn Rice Therapy,1,limited,5.0,1.0,0.1971,0,no flag,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.2263,0.0,,0.8176
2024-2025,2024,many rivers whole health,Many Rivers Whole Health,3,sufficient,3.8,0.0,0.2388,1,no flag,3.67,4.0,4.0,4.0,3.33,3.0,3.67,4.0,3.33,3.0,3.33,3.67,3.33,3.67,0.5195,-0.308,0.6062,0.596,-0.2197
2024-2025,2024,mental health coalition of teton valley,Mental Health Coalition Of Teton Valley,1,limited,4.2,1.0,0.3469,0,no flag,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,0.2263,-0.3612,0.734,0.5106,0.6249
2024-2025,2024,missoula aging services,Missoula Aging Services,1,limited,3.2,1.0,0.3561,1,no flag,1.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,-0.0626,-0.2023,0.762,,0.9275
2024-2025,2024,missoula alliance church,Missoula Alliance Church,1,limited,4.6,1.0,0.2554,0,no flag,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.4404,0.0,0.4754,0.0,0.3612
2024-2025,2024,missoula county public schools,Missoula County Public Schools,3,sufficient,3.2,0.33,0.3248,2,review recommended,3.67,3.33,3.33,3.33,2.33,2.67,3.33,4.0,3.33,3.67,3.33,3.33,3.33,3.33,0.6597,0.0306,0.2292,0.4005,0.3039
2024-2025,2024,missoula food bank,Missoula Food Bank,4,sufficient,4.15,0.75,0.4062,0,no flag,4.25,4.0,4.0,4.75,3.75,3.75,4.0,4.25,4.0,4.25,4.0,3.75,4.0,3.5,0.5866,0.112,0.3942,0.5075,0.4308
2024-2025,2024,missoula interfaith collaborative,Missoula Interfaith Collaborative,3,sufficient,4.14,0.67,0.3797,1,no flag,4.0,3.67,4.67,4.67,3.67,3.67,4.0,4.0,3.67,3.67,3.67,3.67,3.67,3.67,0.5369,0.0775,0.5099,0.1283,0.6458
2024-2025,2024,missoula municipal court,Missoula Municipal Court,2,limited,4.4,0.5,0.3444,1,no flag,4.5,4.5,4.0,4.5,4.5,4.5,5.0,4.5,4.0,4.0,4.0,4.5,4.0,4.5,0.5589,-0.2012,0.5508,0.7512,0.0624
2024-2025,2024,missoula parks and recreation,Missoula Parks And Recreation,2,limited,1.7,0.0,0.0457,3,review recommended,1.0,1.5,3.0,1.5,1.5,1.5,2.0,2.0,1.5,1.5,1.5,1.5,2.0,1.5,-0.1722,0.1358,0.4158,0.2431,-0.3939
2024-2025,2024,missoula public library,Missoula Public Library,2,limited,4.0,0.5,0.2429,1,no flag,4.5,4.5,4.5,4.0,2.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,0.6486,-0.2384,0.3634,0.6597,-0.219
2024-2025,2024,montana 10,Montana 10,1,limited,2.8,1.0,0.222,1,no flag,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,-0.3074,-0.3252,0.5106,0.34,0.8922
2024-2025,2024,montana innocence project,Montana Innocence Project,2,limited,2.8,0.0,0.3062,2,review recommended,2.0,3.0,3.0,3.5,2.5,3.5,3.5,3.0,2.0,2.5,3.0,3.0,2.0,3.5,0.0456,0.1358,0.2202,0.7712,0.3581
2024-2025,2024,montana judicial branch,Montana Judicial Branch,1,limited,4.2,1.0,0.0954,0,no flag,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,,0.3818
2024-2025,2024,montana state hospital,Montana State Hospital,4,sufficient,3.95,0.75,0.364,0,no flag,3.25,3.5,5.0,4.25,3.75,4.0,4.0,3.75,3.75,3.75,3.75,4.0,3.75,3.75,0.5268,0.0414,0.4352,0.4588,0.358
2024-2025,2024,mountain home montana,Mountain Home Montana,1,limited,4.4,1.0,0.3267,0,no flag,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,-0.1027,0.4019,,0.6808
2024-2025,2024,nasw montana,Nasw Montana,7,sufficient,3.49,0.71,0.3309,1,no flag,3.43,4.14,3.57,3.29,3.0,3.43,3.57,4.0,4.14,3.71,3.71,3.86,3.29,3.14,0.2681,-0.0796,0.5163,0.5158,0.434
2024-2025,2024,"new day, inc","New Day, Inc.",2,limited,4.3,1.0,0.3226,0,no flag,2.5,4.5,5.0,4.5,5.0,4.0,4.0,4.5,5.0,5.0,3.5,5.0,5.0,4.5,-0.3612,-0.1806,0.8338,0.5106,0.8104
2024-2025,2024,on target aba,On Target Aba,1,limited,3.8,1.0,0.9151,0,no flag,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,0.8067,0.976,,0.9625
2024-2025,2024,open aid alliance,Open Aid Alliance,2,limited,4.1,0.5,0.1784,1,no flag,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.6093,-0.0694,0.3298,-0.0372,0.0594
2024-2025,2024,partners in home care,Partners In Home Care,5,sufficient,3.24,0.6,0.2469,2,review recommended,3.0,3.6,3.8,3.4,2.4,3.2,3.4,3.2,3.2,3.0,3.2,3.0,2.8,2.8,0.3885,-0.0957,0.513,0.1871,0.2414
2024-2025,2024,partnership health center,Partnership Health Center,1,limited,3.4,1.0,0.0772,1,no flag,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,,0.0772,,
2024-2025,2024,paxson elementary school,Paxson Elementary School,2,limited,3.0,0.5,0.1795,2,review recommended,3.0,3.0,4.0,3.0,2.0,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,0.1634,0.0,0.184,0.596,-0.0457
2024-2025,2024,planned parenthood of montana,Planned Parenthood Of Montana,2,limited,3.3,1.0,0.5161,1,no flag,3.5,3.0,3.0,3.0,4.0,4.0,3.5,4.0,3.0,4.0,3.5,4.0,4.0,3.0,0.4496,-0.1626,0.7862,0.685,0.8224
2024-2025,2024,poverello center inc,Poverello Center Inc,3,sufficient,4.07,1.0,0.3914,0,no flag,4.0,3.33,4.67,5.0,3.33,3.33,4.0,3.67,4.0,4.0,3.33,3.33,3.67,3.33,0.5596,-0.4262,0.7466,0.3316,0.7454
2024-2025,2024,prairie hills recovery center,Prairie Hills Recovery Center,1,limited,3.0,1.0,0.4133,1,no flag,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,0.2144,0.0,0.6369,,0.802
2024-2025,2024,providence st. joseph medical center,Providence St. Joseph Medical Center,3,sufficient,3.33,0.33,0.1569,2,review recommended,3.33,3.33,3.67,3.67,2.67,3.33,3.33,4.0,3.0,3.0,3.33,4.0,2.67,3.33,0.3455,-0.1019,0.1133,0.0,0.4275
2024-2025,2024,reading partners south carolina,Reading Partners South Carolina,2,limited,3.3,0.5,0.1929,2,review recommended,3.0,3.0,4.0,4.0,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,0.5698,0.0,0.2377,0.101,0.0561
2024-2025,2024,rimrock foundation,Rimrock Foundation,3,sufficient,3.74,1.0,0.1336,0,no flag,3.67,3.67,3.67,4.67,3.0,5.0,4.33,4.67,4.33,4.0,4.0,4.0,5.0,4.0,-0.1027,0.0,0.3761,0.0,0.3945
2024-2025,2024,riverwalk crisis receiving center,Riverwalk Crisis Receiving Center,2,limited,2.6,0.5,0.012,3,review recommended,3.0,1.0,4.0,3.5,1.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-0.3925,-0.2392,0.7865,0.0,-0.0946
2024-2025,2024,"rocky mountain development council, inc","Rocky Mountain Development Council, Inc.",1,limited,3.6,0.0,0.2126,1,no flag,3.0,2.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,0.1531,0.1779,0.6249,,-0.1053
2024-2025,2024,russell elementary,Russell Elementary,2,limited,3.5,0.5,0.0119,2,review recommended,3.0,3.5,4.0,3.5,3.5,3.0,3.5,3.0,3.0,3.5,3.5,3.5,4.0,2.5,-0.4025,-0.4562,0.493,0.4754,-0.05
2024-2025,2024,salem keizer school district,Salem Keizer School District,1,limited,1.2,0.0,0.1587,2,review recommended,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.4263,-0.4767,0.4754,0.2431,0.1255
2024-2025,2024,santiam hospital & clinics,Santiam Hospital & Clinics,2,limited,3.8,0.0,0.2575,1,no flag,3.5,3.5,4.5,4.0,3.5,3.5,3.5,3.5,4.0,4.0,3.5,4.0,4.0,3.0,0.2216,0.1909,0.0243,0.7003,0.1506
2024-2025,2024,sheridan memorial hospital,Sheridan Memorial Hospital,1,limited,4.2,1.0,0.6634,0,no flag,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,0.8176,,0.3818,0.6697,0.7845
2024-2025,2024,soft landing missoula,Soft Landing Missoula,1,limited,4.8,1.0,0.5373,0,no flag,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,,0.0,0.8955,0.5106,0.743
2024-2025,2024,sound behavioral health,Sound Behavioral Health,1,limited,4.0,1.0,0.3243,0,no flag,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.5709,0.0,0.4019,,
2024-2025,2024,southwest montana community health center,Southwest Montana Community Health Center,1,limited,3.8,0.0,-0.0669,2,review recommended,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-0.4769,0.0,0.4404,0.0,-0.2982
2024-2025,2024,spot to talk,Spot To Talk,1,limited,5.0,1.0,0.331,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.3818,0.161,0.0,0.2944,0.8176
2024-2025,2024,st. patrick hospital,St. Patrick Hospital,3,sufficient,2.97,0.33,0.2119,2,review recommended,2.67,3.0,3.33,3.33,2.5,3.0,3.33,3.33,2.67,3.67,3.67,3.67,3.67,3.0,0.1516,-0.1626,0.2334,0.596,0.2411
2024-2025,2024,stepping stones,Stepping Stones,2,limited,4.2,0.5,0.3492,1,no flag,3.5,4.5,4.5,4.0,4.5,4.0,4.5,4.5,4.0,4.5,4.0,4.5,3.5,4.5,0.3057,-0.1712,0.7757,0.3182,0.5178
2024-2025,2024,student advocacy resource center,Student Advocacy Resource Center,2,limited,3.3,0.5,0.0464,3,review recommended,3.0,3.5,4.0,4.0,2.0,3.0,3.5,3.5,3.0,3.0,3.0,3.5,3.0,3.0,0.1072,-0.3326,0.5354,-0.1504,0.0723
2024-2025,2024,summit independent living,Summit Independent Living,2,limited,1.7,0.0,0.03,3,review recommended,1.0,2.5,2.0,1.0,2.0,2.0,3.0,2.5,2.0,2.5,2.5,3.0,2.0,2.5,0.0514,-0.401,0.5611,0.4012,-0.4628
2024-2025,2024,symmetry counseling,Symmetry Counseling,1,limited,5.0,1.0,0.5054,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6249,0.4215,0.7088,0.7717,0.0
2024-2025,2024,the hope wellness center,The Hope Wellness Center,1,limited,4.4,1.0,0.6099,0,no flag,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,0.6705,0.0,0.9246,0.6697,0.7845
2024-2025,2024,the parenting place,The Parenting Place,2,limited,2.3,0.0,0.1459,2,review recommended,3.5,2.0,3.0,1.5,1.5,2.5,2.5,2.5,2.5,2.5,3.0,2.5,3.0,2.5,0.0577,-0.1626,0.201,0.596,0.0375
2024-2025,2024,the salvation army,The Salvation Army,1,limited,2.0,0.0,-0.0155,3,review recommended,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,-0.3584,-0.6164,0.8748,0.7003,-0.6776
2024-2025,2024,thrive,Thrive,1,limited,5.0,1.0,0.5505,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5106,-0.1027,0.6249,0.7579,0.9618
